created_at,tree_id,block_id,the_geom,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,spc_common,steward,guards,sidewalk,user_type,problems,root_stone,root_grate,root_other,trnk_wire,trnk_light,trnk_other,brnch_ligh,brnch_shoe,brnch_othe,address,zipcode,zip_city,cb_num,borocode,boroname,cncldist,st_assem,st_senate,nta,nta_name,boro_ct,state,latitude,longitude,x_sp,y_sp
09/05/2015,204224,217797,"{'type': 'Point', 'coordinates': [-73.93895705650718, 40.71308988154833]}",13,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,296 POWERS STREET,11211,Brooklyn,301,3,Brooklyn,34,53,18,BK90,East Williamsburg,3048100,New York,40.71308988,-73.93895706,1001172.71319,199080.272493
08/30/2015,190435,106099,"{'type': 'Point', 'coordinates': [-73.9861634988138, 40.770558620044575]}",11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,132 WEST 60 STREET,10023,New York,107,1,Manhattan,3,67,27,MN14,Lincoln Square,1014500,New York,40.77055862,-73.9861635,988082.535958,220012.368096
08/31/2015,193092,225564,"{'type': 'Point', 'coordinates': [-73.98577304556501, 40.66116852618676]}",12,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,367 PROSPECT AVENUE,11215,Brooklyn,307,3,Brooklyn,38,44,21,BK37,Park Slope-Gowanus,3014900,New York,40.66116853,-73.98577305,988197.159417,180158.232909
09/08/2015,209331,222706,"{'type': 'Point', 'coordinates': [-73.91521777074148, 40.70233781917689]}",12,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,1488 GREENE AVENUE,11237,Brooklyn,304,3,Brooklyn,37,53,18,BK77,Bushwick North,3044100,New York,40.70233782,-73.91521777,1007757.65868,195168.452233
09/03/2015,200439,102449,"{'type': 'Point', 'coordinates': [-73.99769318960969, 40.712695582657275]}",6,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,Damage,NYC Parks Staff,"Stones,TrunkOther",Yes,No,No,No,No,Yes,No,No,No,8 HENRY STREET,10038,New York,103,1,Manhattan,1,65,26,MN27,Chinatown,1002700,New York,40.71269558,-73.99769319,984889.512489,198930.729485
08/27/2015,180252,106093,"{'type': 'Point', 'coordinates': [-73.98364215184338, 40.769614760294]}",8,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,1or2,Helpful,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,31 WEST 60 STREET,10023,New York,107,1,Manhattan,3,67,27,MN14,Lincoln Square,1014500,New York,40.76961476,-73.98364215,988780.981412,219668.608941
08/27/2015,180434,229835,"{'type': 'Point', 'coordinates': [-73.95847825842672, 40.6203764506935]}",6,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,1600 AVENUE L,11230,Brooklyn,314,3,Brooklyn,44,48,17,BK43,Midwood,3053800,New York,40.62037645,-73.95847826,995776.932971,165298.982772
09/08/2015,209045,225648,"{'type': 'Point', 'coordinates': [-73.99457015014323, 40.66357180023084]}",6,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,639 4 AVENUE,11232,Brooklyn,307,3,Brooklyn,38,51,20,BK37,Park Slope-Gowanus,3014300,New York,40.6635718,-73.99457015,985756.415939,181033.53923
09/04/2015,201593,338263,"{'type': 'Point', 'coordinates': [-73.82831042299202, 40.58221487046158]}",2,0,OffsetFromCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2-008 BEACH 108 STREET,11694,Rockaway Park,414,4,Queens,32,23,15,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,4093800,New York,40.58221487,-73.82831042,1031940.3052,151439.743758
08/31/2015,193069,210437,"{'type': 'Point', 'coordinates': [-73.9457410798543, 40.60955151419967]}",13,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,2724 QUENTIN ROAD,11229,Brooklyn,315,3,Brooklyn,48,41,17,BK44,Madison,3054800,New York,40.60955151,-73.94574108,999315.368807,161357.109094
08/30/2015,189243,223527,"{'type': 'Point', 'coordinates': [-73.97278999947494, 40.67586568888086]}",13,0,OnCurb,Alive,Good,Tilia americana,American linden,None,None,Damage,Volunteer,"Stones,RootOther,TrunkOther",Yes,No,Yes,No,No,Yes,No,No,No,214 ST JOHNS PLACE,11217,Brooklyn,306,3,Brooklyn,39,52,21,BK37,Park Slope-Gowanus,3015900,New York,40.67586569,-73.97279,991797.542636,185513.677251
08/27/2015,180516,344567,"{'type': 'Point', 'coordinates': [-73.89270306926588, 40.70099719320924]}",9,0,OnCurb,Alive,Poor,Ginkgo biloba,ginkgo,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,62-015 MYRTLE AVENUE,11385,Ridgewood,405,4,Queens,30,37,15,QN19,Glendale,4057700,New York,40.70099719,-73.89270307,1014000.92933,194686.86691
09/08/2015,208860,219320,"{'type': 'Point', 'coordinates': [-73.96056700656774, 40.691246946793136]}",17,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,Volunteer,"RootOther,TrunkOther",No,No,Yes,No,No,Yes,No,No,No,283 CLASSON AVENUE,11205,Brooklyn,302,3,Brooklyn,35,57,25,BK69,Clinton Hill,3019300,New York,40.69124695,-73.96056701,995185.448262,191118.804492
09/05/2015,204033,106892,"{'type': 'Point', 'coordinates': [-73.96897588563444, 40.79880048648503]}",7,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,Harmful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,2681 BROADWAY,10025,New York,107,1,Manhattan,6,69,31,MN12,Upper West Side,1019100,New York,40.79880049,-73.96897589,992839.643242,230303.061425
09/07/2015,208410,345647,"{'type': 'Point', 'coordinates': [-73.91480707343258, 40.70871281397412]}",8,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,NoDamage,Volunteer,"Stones,TrunkOther,BranchLights,BranchOther",Yes,No,No,No,No,Yes,Yes,No,Yes,315 ONDERDONK AVENUE,11385,Ridgewood,405,4,Queens,34,37,12,QN20,Ridgewood,4053900,New York,40.70871281,-73.91480707,1007869.27427,197491.163466
08/24/2015,170023,100449,"{'type': 'Point', 'coordinates': [-74.01226648426427, 40.71007644255111]}",2,0,OffsetFromCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,120 LIBERTY STREET,10048,New York,101,1,Manhattan,1,65,26,MN25,Battery Park City-Lower Manhattan,1001300,New York,40.71007644,-74.01226648,980849.253181,197976.727128
08/30/2015,189583,219478,"{'type': 'Point', 'coordinates': [-73.97068954436763, 40.69577266456954]}",4,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,68 VANDERBILT AVENUE,11205,Brooklyn,302,3,Brooklyn,35,50,25,BK68,Fort Greene,3018700,New York,40.69577266,-73.97068954,992377.742591,192766.555134
08/30/2015,189500,223361,"{'type': 'Point', 'coordinates': [-73.97235367387583, 40.67249782707868]}",15,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,3or4,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,925 PRESIDENT STREET,11215,Brooklyn,306,3,Brooklyn,39,52,21,BK37,Park Slope-Gowanus,3016500,New York,40.67249783,-73.97235367,991918.958403,184286.706936
08/30/2015,189902,223586,"{'type': 'Point', 'coordinates': [-73.9737185112562, 40.67688867789059]}",12,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,1or2,Harmful,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,23 7 AVENUE,11217,Brooklyn,306,3,Brooklyn,39,52,21,BK37,Park Slope-Gowanus,3015900,New York,40.67688868,-73.97371851,991539.879109,185886.302818
08/29/2015,187294,109688,"{'type': 'Point', 'coordinates': [-73.9525171573011, 40.80278452172171]}",9,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,"Stones,TrunkOther,BranchOther",Yes,No,No,No,No,Yes,No,No,Yes,110 ST NICHOLAS AVENUE,10026,New York,110,1,Manhattan,9,70,30,MN11,Central Harlem South,1021800,New York,40.80278452,-73.95251716,997395.782424,231756.626759
08/31/2015,192893,210568,"{'type': 'Point', 'coordinates': [-73.9485315241513, 40.609498885165344]}",10,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,NoDamage,TreesCount Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,2423 QUENTIN ROAD,11229,Brooklyn,315,3,Brooklyn,48,41,17,BK44,Madison,3054800,New York,40.60949889,-73.94853152,998540.593782,161337.467401
09/06/2015,206382,105376,"{'type': 'Point', 'coordinates': [-73.98048351591714, 40.73824263013364]}",11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,Harmful,NoDamage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,400 2 AVENUE,10010,New York,106,1,Manhattan,2,74,27,MN21,Gramercy,1006400,New York,40.73824263,-73.98048352,989658.442583,208238.90411
08/30/2015,189249,223527,"{'type': 'Point', 'coordinates': [-73.97213743123869, 40.67561104810398]}",11,0,OnCurb,Alive,Good,Tilia americana,American linden,None,None,Damage,Volunteer,"Stones,TrunkOther",Yes,No,No,No,No,Yes,No,No,No,238 ST JOHNS PLACE,11217,Brooklyn,306,3,Brooklyn,39,52,21,BK37,Park Slope-Gowanus,3015900,New York,40.67561105,-73.97213743,991978.5823,185420.961229
08/30/2015,189251,223527,"{'type': 'Point', 'coordinates': [-73.97187884501805, 40.67551014283506]}",7,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,1or2,Unsure,NoDamage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,242 ST JOHNS PLACE,11217,Brooklyn,306,3,Brooklyn,39,52,21,BK37,Park Slope-Gowanus,3015900,New York,40.67551014,-73.97187885,992050.32133,185384.221473
09/04/2015,201817,338314,"{'type': 'Point', 'coordinates': [-73.82405773320552, 40.583448808962444]}",2,0,OffsetFromCurb,Alive,Poor,Tilia americana,American linden,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,103-04 ROCKAWAY BEACH BOULEVARD,11694,Rockaway Park,414,4,Queens,32,23,15,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,4093800,New York,40.58344881,-73.82405773,1033120.67259,151891.641477
09/04/2015,201819,338314,"{'type': 'Point', 'coordinates': [-73.82387098920358, 40.58350299022843]}",2,0,OffsetFromCurb,Alive,Poor,Tilia americana,American linden,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,102-20 ROCKAWAY BEACH BOULEVARD,11694,Rockaway Park,414,4,Queens,32,23,15,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,4093800,New York,40.58350299,-73.82387099,1033172.50385,151911.485269
09/05/2015,204025,218365,"{'type': 'Point', 'coordinates': [-73.93663138986484, 40.71763375446986]}",3,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,390 MORGAN AVENUE,11211,Brooklyn,301,3,Brooklyn,34,50,18,BK90,East Williamsburg,3044900,New York,40.71763375,-73.93663139,1001816.2516,200736.201268
09/01/2015,193395,340964,"{'type': 'Point', 'coordinates': [-73.88841975636886, 40.75182476724454]}",10,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,34-041 78 STREET,11372,Jackson Heights,403,4,Queens,25,34,13,QN28,Jackson Heights,4028500,New York,40.75182477,-73.88841976,1015165.00312,213206.397784
09/08/2015,210541,216081,"{'type': 'Point', 'coordinates': [-73.94694311762747, 40.72566318601352]}",14,0,OnCurb,Alive,Good,Tilia americana,American linden,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,93 DIAMOND STREET,11222,Brooklyn,301,3,Brooklyn,33,50,26,BK76,Greenpoint,3057100,New York,40.72566319,-73.94694312,998955.99223,203659.670158
08/29/2015,184749,505305,"{'type': 'Point', 'coordinates': [-73.89377521412185, 40.85153000922133]}",3,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,546 EAST 181 STREET,10457,Bronx,206,2,Bronx,15,86,33,BX17,East Tremont,2037504,New York,40.85153001,-73.89377521,1013637.142,249530.646658
08/29/2015,185678,504449,"{'type': 'Point', 'coordinates': [-73.90218779990661, 40.85811920580536]}",2,0,OnCurb,Alive,Good,Ulmus americana,American elm,1or2,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,70 EAST 183 STREET,10453,Bronx,205,2,Bronx,14,86,33,BX40,Fordham South,2023900,New York,40.85811921,-73.9021878,1011307.11615,251928.631363
08/28/2015,182059,303510,"{'type': 'Point', 'coordinates': [-73.92783662495987, 40.742227975764685]}",22,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,37-011 47 AVENUE,11101,Long Island City,402,4,Queens,26,37,12,QN31,Hunters Point-Sunnyside-West Maspeth,4017900,New York,40.74222798,-73.92783662,1004246.84385,209698.526191
08/28/2015,182170,228523,"{'type': 'Point', 'coordinates': [-73.99982555437511, 40.63461036089849]}",27,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,5414 11 AVENUE,11219,Brooklyn,312,3,Brooklyn,44,48,17,BK88,Borough Park,3021800,New York,40.63461036,-73.99982555,984298.41787,170482.0436
08/20/2015,161371,339703,"{'type': 'Point', 'coordinates': [-73.7701119046339, 40.610953039810774]}",25,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,TreesCount Staff,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,32-024 ANCHOR DRIVE,11691,Far Rockaway,414,4,Queens,31,23,10,QN15,Far Rockaway-Bayswater,4100801,New York,40.61095304,-73.7701119,1048078.62889,161946.810671
09/01/2015,195488,413493,"{'type': 'Point', 'coordinates': [-74.16176843708956, 40.55832020616527]}",10,0,OnCurb,Alive,Fair,Acer ginnala,Amur maple,None,None,Damage,TreesCount Staff,"RootOther,BranchLights",No,No,Yes,No,No,No,Yes,No,No,973 ARMSTRONG AVENUE,10308,Staten Island,503,5,Staten Island,51,62,24,SI54,Great Kills,5014607,New York,40.55832021,-74.16176844,939299.415349,142729.099106
08/29/2015,184924,504108,"{'type': 'Point', 'coordinates': [-73.90281035245803, 40.84983560625613]}",3,0,OnCurb,Alive,Poor,Ulmus americana,American elm,None,None,NoDamage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,1936 ANTHONY AVENUE,10457,Bronx,205,2,Bronx,15,86,33,BX41,Mount Hope,2038100,New York,40.84983561,-73.90281035,1011138.25231,248910.409381
08/31/2015,192294,327484,"{'type': 'Point', 'coordinates': [-73.7505809837239, 40.69414596649315]}",37,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,117-024 201 PLACE,11412,Saint Albans,412,4,Queens,27,33,14,QN08,St. Albans,4038400,New York,40.69414597,-73.75058098,1053415.09066,192271.009537
08/30/2015,188761,302394,"{'type': 'Point', 'coordinates': [-73.91459447204626, 40.783437262155715]}",17,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,20-056 20 STREET,11105,Astoria,401,4,Queens,22,36,13,QN72,Steinway,4010500,New York,40.78343726,-73.91459447,1007901.67349,224715.718269
08/30/2015,189940,302377,"{'type': 'Point', 'coordinates': [-73.91206577688445, 40.78183619303114]}",13,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,20-044 24 STREET,11105,Astoria,401,4,Queens,22,36,13,QN72,Steinway,4010500,New York,40.78183619,-73.91206578,1008602.53987,224133.087545
08/21/2015,163875,208277,"{'type': 'Point', 'coordinates': [-73.93097316077315, 40.58453675842773]}",14,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,2847 KNAPP STREET,11235,Brooklyn,315,3,Brooklyn,48,59,22,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3062200,New York,40.58453676,-73.93097316,1003422.96558,152246.483615
08/24/2015,171588,408752,"{'type': 'Point', 'coordinates': [-74.16442171984586, 40.61544132982603]}",25,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,Volunteer,BranchLights,No,No,No,No,No,No,Yes,No,No,109 ROMAN AVENUE,10314,Staten Island,502,5,Staten Island,50,63,24,SI05,New Springville-Bloomfield-Travis,5029104,New York,40.61544133,-74.16442172,938601.210708,163541.098493
08/28/2015,181473,106550,"{'type': 'Point', 'coordinates': [-73.97055355284611, 40.78755732166394]}",12,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,1or2,Harmful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,61 WEST 88 STREET,10024,New York,107,1,Manhattan,6,69,30,MN12,Upper West Side,1017300,New York,40.78755732,-73.97055355,992404.211698,226206.637203
08/27/2015,179494,349428,"{'type': 'Point', 'coordinates': [-73.8489220158499, 40.73791650447109]}",8,0,OnCurb,Alive,Fair,Ulmus americana,American elm,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,110-022 COLONIAL AVENUE,11375,Forest Hills,406,4,Queens,29,27,16,QN17,Forest Hills,4074500,New York,40.7379165,-73.84892202,1026117.18266,208155.587676
08/27/2015,179651,349433,"{'type': 'Point', 'coordinates': [-73.84843342902634, 40.737531101147574]}",17,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,110-022 COLONIAL AVENUE,11375,Forest Hills,406,4,Queens,29,27,16,QN17,Forest Hills,4074700,New York,40.7375311,-73.84843343,1026252.82412,208015.407182
08/30/2015,188661,312637,"{'type': 'Point', 'coordinates': [-73.79585205192946, 40.765096654425534]}",5,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,33-082 170 STREET,11358,Flushing,407,4,Queens,19,26,11,QN51,Murray Hill,4114100,New York,40.76509665,-73.79585205,1040800.98826,218087.987102
08/30/2015,188386,302321,"{'type': 'Point', 'coordinates': [-73.91049676852056, 40.77997368915533]}",18,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,20-070 27 STREET,11105,Astoria,401,4,Queens,22,36,13,QN72,Steinway,4010500,New York,40.77997369,-73.91049677,1009037.75487,223454.954715
08/31/2015,192037,203632,"{'type': 'Point', 'coordinates': [-74.03391951302535, 40.62103615128787]}",29,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,230 90 STREET,11209,Brooklyn,310,3,Brooklyn,43,46,22,BK31,Bay Ridge,3005800,New York,40.62103615,-74.03391951,974833.629713,165538.420285
08/30/2015,190115,106491,"{'type': 'Point', 'coordinates': [-73.97136275805653, 40.78603545543292]}",17,0,OnCurb,Alive,Good,Quercus phellos,willow oak,1or2,Harmful,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,40 WEST 86 STREET,10024,New York,107,1,Manhattan,6,69,29,MN12,Upper West Side,1016900,New York,40.78603546,-73.97136276,992180.310571,225652.095005
08/04/2015,119244,331240,"{'type': 'Point', 'coordinates': [-73.75219520944026, 40.662434638966616]}",18,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,227-003 145 AVENUE,11413,Springfield Gardens,413,4,Queens,31,31,10,QN03,Springfield Gardens South-Brookville,4068000,New York,40.66243464,-73.75219521,1053000.14267,180716.436845
08/05/2015,121659,409102,"{'type': 'Point', 'coordinates': [-74.1173718409482, 40.60249347336218]}",9,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,86 BOLIVAR STREET,10314,Staten Island,502,5,Staten Island,50,63,24,SI05,New Springville-Bloomfield-Travis,5017300,New York,40.60249347,-74.11737184,951657.44936,158802.852064
08/13/2015,143237,406298,"{'type': 'Point', 'coordinates': [-74.09984423227807, 40.57845115848064]}",16,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,302 HAMDEN AVENUE,10306,Staten Island,502,5,Staten Island,50,64,24,SI45,New Dorp-Midland Beach,5011202,New York,40.57845116,-74.09984423,956514.639777,150037.599909
08/09/2015,132105,228993,"{'type': 'Point', 'coordinates': [-73.97711678832722, 40.64218647848739]}",39,0,OnCurb,Alive,Fair,Acer saccharinum,silver maple,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,401 EAST 3 STREET,11218,Brooklyn,312,3,Brooklyn,39,44,17,BK41,Kensington-Ocean Parkway,3048800,New York,40.64218648,-73.97711679,990600.578166,173243.057763
08/04/2015,118769,102847,"{'type': 'Point', 'coordinates': [-73.98660086329274, 40.719759138377796]}",5,0,OnCurb,Alive,Fair,Corylus colurna,Turkish hazelnut,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,131 NORFOLK STREET,10002,New York,103,1,Manhattan,1,65,26,MN27,Chinatown,1003001,New York,40.71975914,-73.98660086,987964.222547,201504.474009
08/16/2015,151575,348457,"{'type': 'Point', 'coordinates': [-73.86006187486797, 40.71947082475158]}",25,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,None,None,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,86-001 66 AVENUE,11374,Rego Park,406,4,Queens,29,28,15,QN18,Rego Park,4069702,New York,40.71947082,-73.86006187,1023040.8102,201430.132951
08/13/2015,143026,337054,"{'type': 'Point', 'coordinates': [-73.75326962425427, 40.673351655728666]}",32,0,OnCurb,Alive,Fair,Acer saccharinum,silver maple,1or2,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,219-008 138 ROAD,11413,Springfield Gardens,413,4,Queens,31,29,14,QN66,Laurelton,4035800,New York,40.67335166,-73.75326962,1052690.85851,184692.957764
08/22/2015,165029,322269,"{'type': 'Point', 'coordinates': [-73.77954308373778, 40.7662955931536]}",35,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,207-015 36 AVENUE,11361,Bayside,411,4,Queens,19,26,11,QN46,Bayside-Bayside Hills,4112900,New York,40.76629559,-73.77954308,1045317.62424,218535.748018
08/18/2015,157920,323297,"{'type': 'Point', 'coordinates': [-73.75653466318799, 40.75690759213043]}",3,0,OnCurb,Alive,Good,Prunus serotina,black cherry,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,222-021 KENILWORTH DRIVE,11364,Oakland Gardens,411,4,Queens,23,26,16,QN42,Oakland Gardens,4138501,New York,40.75690759,-73.75653466,1051700.558,215132.281399
08/09/2015,131562,349372,"{'type': 'Point', 'coordinates': [-73.85375547780835, 40.734105299793065]}",24,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,None,None,Damage,NYC Parks Staff,RootOther,No,No,Yes,No,No,No,No,No,No,102-039 63 AVENUE,11375,Forest Hills,406,4,Queens,29,27,16,QN17,Forest Hills,4071900,New York,40.7341053,-73.85375548,1024780.03868,206764.774512
08/17/2015,153022,305766,"{'type': 'Point', 'coordinates': [-73.7862539618821, 40.72499954735958]}",19,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,None,None,Damage,Volunteer,"Stones,TrunkOther",Yes,No,No,No,No,Yes,No,No,No,181-018 KILDARE ROAD,11432,Jamaica,408,4,Queens,24,24,11,QN06,Jamaica Estates-Holliswood,4127700,New York,40.72499955,-73.78625396,1043495.39495,203485.714798
08/20/2015,162964,406867,"{'type': 'Point', 'coordinates': [-74.15250829368087, 40.588712582343504]}",16,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,None,None,Damage,TreesCount Staff,"Stones,RootOther,BranchLights",Yes,No,Yes,No,No,No,Yes,No,No,91 MC VEIGH AVENUE,10314,Staten Island,502,5,Staten Island,50,63,24,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthous,5027705,New York,40.58871258,-74.15250829,941891.805833,153797.160303
09/07/2015,208525,103974,"{'type': 'Point', 'coordinates': [-73.98974807814508, 40.764580563550844]}",0,9,OnCurb,Stump,,,,,,,Volunteer,,No,No,No,No,No,No,No,No,No,424 WEST 51 STREET,10019,New York,104,1,Manhattan,3,75,27,MN15,Clinton,1013300,New York,40.76458056,-73.98974808,987089.907694,217834.227439
08/19/2015,159649,315041,"{'type': 'Point', 'coordinates': [-73.84269904004744, 40.785331699005575]}",6,0,OnCurb,Alive,Good,Juniperus virginiana,eastern redcedar,None,None,NoDamage,Volunteer,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,125-007 14 AVENUE,11356,College Point,407,4,Queens,19,27,11,QN23,College Point,4094700,New York,40.7853317,-73.84269904,1027810.68944,225433.507844
08/21/2015,164329,312996,"{'type': 'Point', 'coordinates': [-73.8082914975296, 40.768431370782906]}",39,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,156-001 33 AVENUE,11354,Flushing,407,4,Queens,19,40,11,QN51,Murray Hill,4115100,New York,40.76843137,-73.8082915,1037352.4863,219295.145777
08/26/2015,176111,230587,"{'type': 'Point', 'coordinates': [-73.95696074016637, 40.639636998375025]}",3,0,OnCurb,Alive,Good,Juniperus virginiana,eastern redcedar,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,529 EAST 22 STREET,11226,Brooklyn,314,3,Brooklyn,40,42,21,BK42,Flatbush,3051601,New York,40.639637,-73.95696074,996194.766453,172316.317819
08/26/2015,178894,222330,"{'type': 'Point', 'coordinates': [-73.90830663505174, 40.69791921791782]}",4,0,OnCurb,Alive,Good,Prunus serotina,black cherry,None,None,NoDamage,Volunteer,"TrunkOther,BranchLights",No,No,No,No,No,Yes,Yes,No,No,816 WYCKOFF AVENUE,11237,Brooklyn,304,3,Brooklyn,37,54,18,BK77,Bushwick North,3043900,New York,40.69791922,-73.90830664,1009675.60104,193560.555514
