tree_id,spc_common,health,zipcode,status,latitude,longitude
183944,honeylocust,Good,10457,Alive,40.85424737,-73.90126028
186502,honeylocust,Good,10458,Alive,40.85696595,-73.8875335
199052,crab apple,Good,10023,Alive,40.76996863,-73.98208864
205036,honeylocust,Good,11214,Alive,40.59406603,-73.99007878
208762,honeylocust,Good,10065,Alive,40.76310829,-73.96071138
180435,ginkgo,Fair,11385,Alive,40.70095558,-73.8918285
184561,Atlantic white cedar,Good,10457,Alive,40.84754857,-73.89560728
191999,honeylocust,Fair,11356,Alive,40.78326889,-73.83996684
209062,honeylocust,Fair,10306,Alive,40.55912312,-74.10598289
203313,black oak,Good,11214,Alive,40.59447845,-73.98622844
170507,Japanese zelkova,Good,10280,Alive,40.70807232,-74.01779961
192803,Japanese zelkova,Good,10014,Alive,40.73951749,-74.00396884
199737,Japanese zelkova,Poor,11230,Alive,40.62051591,-73.95874411
208218,honeylocust,Good,11205,Alive,40.69025667,-73.97234135
187260,American linden,Good,10026,Alive,40.80402101,-73.95281041
156710,Sophora,Good,10128,Alive,40.78281017,-73.95150745
175313,Sophora,Fair,11226,Alive,40.65017866,-73.95962391
163815,Sophora,Good,10009,Alive,40.7226696,-73.97718111
188530,Sophora,Good,11372,Alive,40.75013519,-73.89095085
178804,sweetgum,Good,11218,Alive,40.64054291,-73.97750284
175294,Sophora,Good,10019,Alive,40.76726396,-73.99030242
184820,Sophora,Good,10468,Alive,40.85845785,-73.90160792
192393,Sophora,Poor,11415,Alive,40.70830057,-73.82844596
165000,sweetgum,Good,10312,Alive,40.54960722,-74.18440182
163896,Sophora,Good,11216,Alive,40.67404279,-73.95395422
156127,Sophora,Good,11692,Alive,40.5924681,-73.79713579
204212,ginkgo,Good,11214,Alive,40.59354536,-73.99184925
178415,honeylocust,Good,11207,Alive,40.67813083,-73.89650861
187057,honeylocust,Good,10023,Alive,40.77036254,-73.98154552
190383,American linden,Fair,10021,Alive,40.77123388,-73.95966713
190208,honeylocust,Good,11385,Alive,40.71149979,-73.90753082
210539,American linden,Fair,11222,Alive,40.72528947,-73.946732
190433,honeylocust,Fair,10023,Alive,40.77047459,-73.98596471
176350,honeylocust,Good,10010,Alive,40.73616366,-73.98067313
196606,honeylocust,Good,10024,Alive,40.80732247,-73.96719944
162814,Sophora,Fair,10009,Alive,40.72569708,-73.97909807
188754,Sophora,Good,11220,Alive,40.64205589,-74.00236598
169991,Sophora,Good,11226,Alive,40.64673764,-73.95123356
184564,red maple,Good,10457,Alive,40.847282,-73.89574171
181198,Sophora,Good,11238,Alive,40.67625398,-73.95798142
208989,American linden,Good,11105,Alive,40.7770893,-73.91769088
204209,ginkgo,Poor,11214,Alive,40.59370116,-73.99168684
173021,ginkgo,Fair,11691,Alive,40.59969829,-73.75622313
190203,honeylocust,Good,11106,Alive,40.76422556,-73.92975138
200680,honeylocust,Good,11355,Alive,40.75498147,-73.83427783
201818,American linden,Poor,11694,Alive,40.5834737,-73.82397193
204024,honeylocust,Good,11211,Alive,40.71794872,-73.93677211
193394,honeylocust,Good,11372,Alive,40.75188675,-73.88843106
195249,ginkgo,Good,10011,Alive,40.73588436,-73.9995854
208919,honeylocust,Good,11105,Alive,40.77679762,-73.91694035
190437,honeylocust,Good,10023,Alive,40.77066826,-73.98642287
208200,ginkgo,Good,11205,Alive,40.69154585,-73.97259679
209557,honeylocust,Good,10453,Alive,40.84669493,-73.91603248
182847,ginkgo,Fair,11206,Alive,40.69544412,-73.94799785
210642,honeylocust,Good,10019,Alive,40.7665429,-73.98637067
153586,Sophora,Good,11218,Alive,40.64360575,-73.96683229
171066,white oak,Good,11226,Alive,40.6493897,-73.95835615
184051,Sophora,Good,10458,Alive,40.8563235,-73.88672874
171519,white oak,Good,10305,Alive,40.58283323,-74.08651136
176343,,Unknown,11226,Stump,40.63787921,-73.95830423
198323,sweetgum,Good,10312,Alive,40.54093888,-74.18923615
158851,sweetgum,Good,11211,Alive,40.71724309,-73.94544886
195970,sweetgum,Good,10028,Alive,40.77774504,-73.96095697
197287,Sophora,Good,10456,Alive,40.83327795,-73.90690109
183602,Sophora,Good,11105,Alive,40.76879797,-73.90442392
